Description,Price,Rating,ReviewCount,Url
"Dell Latitude 5480 Laptop, 14 Inch HD Anti-Glare Non-Touch Display, Intel Core 7th Generation i5-7300U, 8 GB DDR4, 256 GB SSD, Windows 10 Pro (Renewed)","₹24,490",3.9 out of 5 stars,61,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MzI0NTk2MTQwNzgwODIxOjE2NzA4MjA5MzE6c3BfbXRmOjIwMDk4OTkyNDU4Nzk4OjowOjo&url=%2FDell-Latitude-Anti-Glare-Non-Touch-Generation%2Fdp%2FB072F653PJ%2Fref%3Dsr_1_75_sspa%3Fcrid%3D3VP0SAVW3TZS7%26keywords%3Dlaptop%26qid%3D1670820931%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"HP 250 G8 Laptop (11th Gen Intel Core i3-1115G4/8GB DDR4 Ram / 512GB SSD/Windows 10/39.62 cm (15.6 inch) HD/Intel UHD Graphics) 42V68PA (Dark Ash Silver, 1.74 kg)","₹35,799",4.1 out of 5 stars,273,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MzI0NTk2MTQwNzgwODIxOjE2NzA4MjA5MzE6c3BfbXRmOjIwMDYzMTkyNTIzNTk4OjowOjo&url=%2FHP-i3-1115G4-Windows-Graphics-42V68PA%2Fdp%2FB096G1V3RC%2Fref%3Dsr_1_76_sspa%3Fcrid%3D3VP0SAVW3TZS7%26keywords%3Dlaptop%26qid%3D1670820931%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-76-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Acer Aspire 3 Intel Core i3 11th Generation - (8 GB/256 GB SSD/Windows 11 Home/MS Office/Intel UHD Graphics /1.7 Kg/Silver) A315-58 with 15.6-inch (39.6 cms) Full HD Display Laptop,"₹34,990",3.8 out of 5 stars,68,https://www.amazon.in/Acer-Aspire-Intel-Core-Generation/dp/B0B3XMWXD4/ref=sr_1_77?crid=3VP0SAVW3TZS7&keywords=laptop&qid=1670820931&sprefix=laptop%2Caps%2C214&sr=8-77
"ASUS Vivobook S15 OLED 2022, 15.6"" 39.62 cm FHD OLED, Intel Core Evo i5-12500H 12th Gen, Thin and Light Laptop (16GB/512GB SSD/Iris Xe Graphics/Windows 11/Office 2021/Grey/1.8 kg), K3502ZA-L501WS","₹74,990",4.4 out of 5 stars,65,https://www.amazon.in/ASUS-Vivobook-Intel-Core-Evo-i5-12500H-K3502ZA-L501WS/dp/B09YHF7WHL/ref=sr_1_78?crid=3VP0SAVW3TZS7&keywords=laptop&qid=1670820931&sprefix=laptop%2Caps%2C214&sr=8-78
"(Renewed) Lenovo IdeaPad 6th Gen Intel Core i3 Thin & Light HD Laptop (8 GB DDR4 RAM/320 GB HDD/14"" (35.6 cm)/Windows 11/MS Office/WiFi/Bluetooth/Webcam/Integrated Graphics)","₹14,999",1.5 out of 5 stars,2,https://www.amazon.in/Renewed-Lenovo-Bluetooth-Integrated-Graphics/dp/B0BLVBS5BT/ref=sr_1_79?crid=3VP0SAVW3TZS7&keywords=laptop&qid=1670820931&sprefix=laptop%2Caps%2C214&sr=8-79
"HP Pavilion 14, AMD Ryzen 5-5625U 8GB RAM/512GB SSD 14inches/35.6 cm FHD, IPS Micro-Edge Display/Radeon Graphics/Alexa/B&O Audio/Fast Charge/Win11 Home/MS Office 2021, 14-Ec1003au Windows 11 Home","₹54,499",4.1 out of 5 stars,582,https://www.amazon.in/HP-Pavilion-14inches-Micro-Edge-14-Ec1003au/dp/B09V1GMW72/ref=sr_1_80?crid=3VP0SAVW3TZS7&keywords=laptop&qid=1670820931&sprefix=laptop%2Caps%2C214&sr=8-80
"HP Pavilion 14 11th Gen Intel Core i5 16GB RAM/512GB SSD 14 inch (35.6cm) IPS Anti-Glare FHD Laptop/Intel Iris Xe Graphics/Backlit Kb/B&O Audio/FPR/Windows 11 Home/Thin & Light/1.41Kg, 14-Dv1001tu","₹68,200",4.4 out of 5 stars,"2,264",https://www.amazon.in/HP-Pavilion-Anti-Glare-Graphics-14-dv1001TU/dp/B09MH5MLYP/ref=sr_1_81?crid=3VP0SAVW3TZS7&keywords=laptop&qid=1670820931&sprefix=laptop%2Caps%2C214&sr=8-81
"Lenovo ThinkPad E14 Intel Core i7 12th Gen 14"" FHD IPS Thin and Light Laptop (16GB RAM/1TB SSD/Windows 11 Home/MS Office H&S 2021/Backlit Keybaord/FPR/Black/1.59 kg), 21E3S05800","₹1,02,490",3.5 out of 5 stars,6,https://www.amazon.in/Lenovo-ThinkPad-Windows-Keybaord-21E3S05800/dp/B0BDM5KPQ7/ref=sr_1_82?crid=3VP0SAVW3TZS7&keywords=laptop&qid=1670820931&sprefix=laptop%2Caps%2C214&sr=8-82
"Asus Eeebook 12 Celeron Dual Intel Core - (4 Gb/64 Gb Emmc Storage/Windows 10 Home) E210Ma-Gj012T Thin And Light Laptop (11.6 Inches, Peacock Blue, 1.05 Kg)","₹18,890",2.9 out of 5 stars,5,https://www.amazon.in/ASUS-EeeBook-Celeron-Dual-Core/dp/B09CNTSKZR/ref=sr_1_83?crid=3VP0SAVW3TZS7&keywords=laptop&qid=1670820931&sprefix=laptop%2Caps%2C214&sr=8-83
"Lenovo ThinkBook 15 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD 220 nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Windows 11/MS Office/Mineral Grey/1.7 Kg), 21A4A09UIH","₹49,990",4.2 out of 5 stars,57,https://www.amazon.in/Lenovo-ThinkBook-39-62cm-Antiglare-21A4A09UIH/dp/B0B1DK542Q/ref=sr_1_84?crid=3VP0SAVW3TZS7&keywords=laptop&qid=1670820931&sprefix=laptop%2Caps%2C214&sr=8-84
Acer Aspire 5 Thin and Light Laptop Intel Core i5 11th Gen ( 8GB/ 512 GB/ Intel Iris Xe Graphics/Windows 11 Home/ MS Office/ ) A514-54 with 35.6 cm (14 inch) with Full HD IPS Display / 1.45 kgs,"₹44,990",3.7 out of 5 stars,483,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MzI0NTk2MTQwNzgwODIxOjE2NzA4MjA5MzE6c3BfYnRmOjIwMDczMjU5OTIwMTk4OjowOjo&url=%2FAcer-Graphics-Windows-A514-54-Display%2Fdp%2FB0B5ZNR1T8%2Fref%3Dsr_1_85_sspa%3Fcrid%3D3VP0SAVW3TZS7%26keywords%3Dlaptop%26qid%3D1670820931%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-85-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Lenovo IdeaPad Slim 3 Intel Core i3-1115G4 11th Gen 15.6"" (39.62cm) FHD Laptop (8GB/256GB SSD/Win 11/Office 2021/2 Year Warranty/3 Month Game Pass/Platinum Grey/1.7Kg), 81X800LCIN","₹36,990",3.9 out of 5 stars,27,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MzI0NTk2MTQwNzgwODIxOjE2NzA4MjA5MzE6c3BfYnRmOjIwMTAxODE2NDU2MDk4OjowOjo&url=%2FLenovo-i3-1115G4-Warranty-Platinum-81X800LCIN%2Fdp%2FB0B9YHX39M%2Fref%3Dsr_1_86_sspa%3Fcrid%3D3VP0SAVW3TZS7%26keywords%3Dlaptop%26qid%3D1670820931%26sprefix%3Dlaptop%252Caps%252C214%26sr%3D8-86-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
